# harmonic_potential   x_max = 5.000   nx = 101   N_iter = 15   beta_ini = 4.000   beta_fin = 0.000
,Position x,Prob. density
0,-5.0,
1,-4.9,
2,-4.800000000000001,
3,-4.7,
4,-4.6000000000000005,
5,-4.5,
6,-4.4,
7,-4.3,
8,-4.2,
9,-4.1000000000000005,
10,-4.0,
11,-3.9000000000000004,
12,-3.8000000000000003,
13,-3.7,
14,-3.6,
15,-3.5,
16,-3.4000000000000004,
17,-3.3000000000000003,
18,-3.2,
19,-3.1,
20,-3.0,
21,-2.9000000000000004,
22,-2.8000000000000003,
23,-2.7,
24,-2.6,
25,-2.5,
26,-2.4000000000000004,
27,-2.3000000000000003,
28,-2.2,
29,-2.1,
30,-2.0,
31,-1.9000000000000001,
32,-1.8,
33,-1.7000000000000002,
34,-1.6,
35,-1.5,
36,-1.4000000000000001,
37,-1.3,
38,-1.2000000000000002,
39,-1.1,
40,-1.0,
41,-0.9,
42,-0.8,
43,-0.7000000000000001,
44,-0.6000000000000001,
45,-0.5,
46,-0.4,
47,-0.30000000000000004,
48,-0.2,
49,-0.1,
50,0.0,
51,0.1,
52,0.2,
53,0.30000000000000004,
54,0.4,
55,0.5,
56,0.6000000000000001,
57,0.7000000000000001,
58,0.8,
59,0.9,
60,1.0,
61,1.1,
62,1.2000000000000002,
63,1.3,
64,1.4000000000000001,
65,1.5,
66,1.6,
67,1.7000000000000002,
68,1.8,
69,1.9000000000000001,
70,2.0,
71,2.1,
72,2.2,
73,2.3000000000000003,
74,2.4000000000000004,
75,2.5,
76,2.6,
77,2.7,
78,2.8000000000000003,
79,2.9000000000000004,
80,3.0,
81,3.1,
82,3.2,
83,3.3000000000000003,
84,3.4000000000000004,
85,3.5,
86,3.6,
87,3.7,
88,3.8000000000000003,
89,3.9000000000000004,
90,4.0,
91,4.1000000000000005,
92,4.2,
93,4.3,
94,4.4,
95,4.5,
96,4.6000000000000005,
97,4.7,
98,4.800000000000001,
99,4.9,
100,5.0,
